,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_afghan,hash_afghanistan,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_پشتون_تاجیک_هزاره_ازبک_زنده_باد
5,KR,7102795416252517634,1653748430,👉👈.. @1eesky,6666286224317808642,시아지우 sia_jiwoo,"♥︎ instagram : sia_jiwoo ♥︎
🇰🇷 soonent",0,False,https://www.tiktok.com/@sia_jiwoo/video/7102795416252517634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102795416252517634&source=h5_m,6362950,1271,1294,14856,627217,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
6,AU,7100557201726590210,1653227305,#duet with @pardesjan,6947230077088187393,AfghanDost,🇦🇫🇦🇫🇦🇫,0,False,https://www.tiktok.com/@afghandosst/video/7100557201726590210?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100557201726590210&source=h5_m,147926,369,40,15,1656,7100421463178103553,7100421463178103553,72,7100421463178103553,original sound - pardesjan,HazeenPardes,6.817652248177411e+18,HazeenPardes,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100421422182451970.mp3,,False,False,,,,,[],0,0,Afghanistan,#duet,0,0,0,0,0,0,0,0,0,0
7,UA,7094641150845291781,1651849867, ,6648298282211196933,agilios_,"Я вас любить 
Хочу 2🍋 помогите по братск👇👇❤",0,False,https://www.tiktok.com/@agilios_/video/7094641150845291781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094641150845291781&source=h5_m,17326411,1472,20795,27261,225317,7094641129584986885,7094641129584986885,72,7094641129584986885,original sound - agilios_,agilios_,6.648298282211197e+18,agilios_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094641124156984069.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4b86225e44b0f28de3f9990a1523af60.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
0,AF,7100420651919494401,1653195513,Reply to @jalalebrahimkhil #afghanistan #afghanhound #newpose #reels #afghantiktok #afghandance #afghanzoom #afghansongs #afghanhoundsofinstagram #afghanistan #afghangirls #afghansinger #afghanlife #afghanstyle #afghanclothes #afghanmakeup #afghanface #afghanmusic#afghanistan #afghanhound #darimusic #afghanmusic #afghanistan #pashtomusic#afghanistan #afghanhound #afghanwedding #explore #afghantiktok #tiktok #afghanzoom #afghanhoundsofinstagram #afghanistan #afghangirls #afghanmusic n,7031872543830082565,amb_.4k,"FHIGTER BOY 😇🤗
هموطن ام نی بیدرم استین ❤🥰",0,False,https://www.tiktok.com/@amb_.4k/video/7100420651919494401?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100420651919494401&source=h5_m,140902,279,38,93,7160,7098212438352399106,7098212438352399106,72,7098212438352399106,original sound - farooq_saeedi19,😊𝐒𝐚𝐞𝐞𝐝𝐢 𝐒𝐚𝐡𝐢𝐛✌,6.837100648632272e+18,😊𝐒𝐚𝐞𝐞𝐝𝐢 𝐒𝐚𝐡𝐢𝐛✌,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098212437790313218.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4b90c95c08970b576b94e6fb34c69c8.json,False,False,,,,,[],0,0,Afghanistan,#afghanistan #afghanhound #newpose #reels #afghantiktok #afghandance #afghanzoom #afghansongs #afghanhoundsofinstagram #afghanistan #afghangirls #afghansinger #afghanlife #afghanstyle #afghanclothes #afghanmakeup #afghanface #afghanmusic#afghanistan #afghanhound #darimusic #afghanmusic #afghanistan #pashtomusic#afghanistan #afghanhound #afghanwedding #explore #afghantiktok #tiktok #afghanzoom #afghanhoundsofinstagram #afghanistan #afghangirls #afghanmusic,0,6,0,0,0,0,0,1,0,0
1,AF,7087704572696775937,1650234820,مرګ پو یهود پاکستان  قسم پوالله چی پو بدنا کی می یو څاڅکی ویان وی خو تاسی چی به ده خوپل افغانانو بدل اخلم انشالله ستاسو ده دوع پو هیل,7081506387730514945,Shaheen Baderi195,s❤️M❤️الحمدالله,0,False,https://www.tiktok.com/@shaheenbaderi195/video/7087704572696775937?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087704572696775937&source=h5_m,126761,153,10223,1903,7717,6975340760744889090,6975340760744889090,72,6975340760744889090,original sound - qimatullahzadranz,qimatullahzadranz,6.96258106495153e+18,qimatullahzadranz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6975340759771826945.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2cb39d17c590243f5bcbbe588187bb24.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
2,PK,7097929049414176026,1652615390,#zareen_khan25 #kajol__devgan2,7030458343157007365,zareen_khan,"💘account for sale 💘
🥰come to Instagram ♥️",0,False,https://www.tiktok.com/@zareen_khan25/video/7097929049414176026?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097929049414176026&source=h5_m,704793,54,68,1929,35788,7094497565562899227,7094497565562899227,72,7094497565562899227,original sound - imdokhan18 (Contains music from: Teri Mera Dil - Wali Ullah Marwat),"Contains music from: ""Teri Mera Dil""",6.724868301727647e+18,ImDaD kHaNii,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7094497576988576539.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa451df7b1dd45eb55213ad103525738.json,False,False,Wali Ullah Marwat,Teri Mera Dil,original sound - imdokhan18 (Contains music from: Teri Mera Dil - Wali Ullah Marwat),"Contains music from: ""Teri Mera Dil""",[],0,0,Afghanistan,#zareen_khan25 #kajol__devgan2,0,0,0,0,0,0,0,0,0,0
3,AU,7099938577450126593,1653083271,🥺💔🥹  #mashaz #mashazlatifiofficail #mashazlatifiofficail7 #mashazlatifipopular #foryou #viral #afghan #pashto #pashton#bollywood#foryoupage,6700810172925559813,QueenofTikTok👸,Melbourne 🇦🇫🇦🇺🇮🇷🇵🇰🇹🇯🇮🇳Australian love my gym 💪and karate 🥋,0,False,https://www.tiktok.com/@mashazlatifiofficial7/video/7099938577450126593?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099938577450126593&source=h5_m,5090733,8585,3737,29158,436984,7099938561801145090,7099938561801145090,72,7099938561801145090,original sound - mashazlatifiofficial7,QueenofTikTok👸,6.70081017292556e+18,QueenofTikTok👸,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099938504197163777.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/051754d267164a9b718db2e66bed331d.json,False,False,,,,,[],0,0,Afghanistan,#mashaz #mashazlatifiofficail #mashazlatifiofficail7 #mashazlatifipopular #foryou #viral #afghan #pashto #pashton#bollywood#foryoupage,1,0,1,1,0,0,0,0,1,0
4,DE,7095293779376196870,1652001820,از عقل خارج است کی کس جرعت میکنه با این تیاره سفر کنه ؟؟؟#خبر_عاجل #😱😱,6632326987165876230,Tik Toker,"ღ﷽ღ.
   Köln
🇩🇪🇦🇫🇳🇱 Mr Worldwide 🌍🛫🛫",0,False,https://www.tiktok.com/@bacha.gak.afghan/video/7095293779376196870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095293779376196870&source=h5_m,383246,309,405,54,12154,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653897709&x-signature=4IQmmnYKeWcQZs74app61ZMV%2FdQ%3D,False,True,,,,,[],0,0,Afghanistan,#خبر_عاجل #😱😱,0,0,0,0,0,0,0,0,0,0
5,TR,7078584575143808257,1648111404,#Love #mohamadnurmaktabi #tiktok #turkey #ıstanbul #tik_tok #oyeoye,6580396960409665542,MOHAMAD NUR,"كوافير محمد نور للعنوان اسطنبول اسنيورت ميدان 
İstanbul Esenyurt
📞05393775433",0,False,https://www.tiktok.com/@mohamadnurmaktabi/video/7078584575143808257?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078584575143808257&source=h5_m,51756198,1700,3112,43355,389799,7078584574111910658,7078584574111910658,72,7078584574111910658,original sound - mohamadnurmaktabi (Contains music from: Dale Don - Don Omar),"Contains music from: ""Dale Don""",6.580396960409666e+18,MOHAMAD NUR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078584575085054721.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/31e45c67f889f6fd6c3d76bc9360f2a0.json,False,False,Don Omar,Dale Don,original sound - mohamadnurmaktabi (Contains music from: Dale Don - Don Omar),"Contains music from: ""Dale Don""",[],0,0,Afghanistan,#Love #mohamadnurmaktabi #tiktok #turkey #ıstanbul #tik_tok #oyeoye,0,0,0,0,0,0,0,1,0,0
6,AE,7096431021930859778,1652266603,#ad #99tvtalenthunt #tiktokshoppingsale #99tiktokshoppingsale #999lathuguichochinhminh #জামালপুরের_ছেলে_আমি #yosoycreador #tiktok_india #SHEINbetterlife #yoenlafiesta #tiktoker #99songs,6883918693094294533,SAMSUUDDTN,,0,False,https://www.tiktok.com/@samsuuddtn53/video/7096431021930859778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096431021930859778&source=h5_m,875178,104,61,265,5128,7096431004327381762,7096431004327381762,72,7096431004327381762,original sound - samsuuddtn53,SAMSUUDDTN,6.883918693094295e+18,SAMSUUDDTN,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096430958563330817.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4a55386cb0cdb32a9723b691df77c667.json,False,False,,,,,[],0,0,Afghanistan,#ad #99tvtalenthunt #tiktokshoppingsale #99tiktokshoppingsale #999lathuguichochinhminh #জামালপুরের_ছেলে_আমি #yosoycreador #tiktok_india #SHEINbetterlife #yoenlafiesta #tiktoker #99songs,0,0,0,0,0,0,0,0,0,0
7,PK,7099092602749766939,1652886300,#foryou #foryoupageofficiall #tiktok_pakistan #zikra_official1,6972570371896984577,zikra_official1,"1. M.  Like
beauty of peshawar
    support me
  💯💯💯💯💯",0,False,https://www.tiktok.com/@zikra_official1/video/7099092602749766939?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099092602749766939&source=h5_m,2305408,1520,3338,22200,175662,7057147296953191194,7057147296953191194,72,7057147296953191194,original sound - chashmeshqueeen7 (Contains music from: Ye Kaha Hai Dil - Usman Jani),"Contains music from: ""Ye Kaha Hai Dil""",6.817434635904468e+18,Chashmesh queen7,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7057147285922204442.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c9ea49dfacadb33959e914b0bdf753a0.json,False,False,Usman Jani,Ye Kaha Hai Dil,original sound - chashmeshqueeen7 (Contains music from: Ye Kaha Hai Dil - Usman Jani),"Contains music from: ""Ye Kaha Hai Dil""",[],0,0,Afghanistan,#foryou #foryoupageofficiall #tiktok_pakistan #zikra_official1,0,0,1,0,0,0,0,0,0,0
0,AF,7100611367501171969,1653239916,🐣♥️,6631808432041148421,Sona Sadat,"𝖨'𝗅𝗅 𝗆𝖺𝗄𝖾 𝗒𝗈𝗎 𝗌𝗍𝗈𝗉 𝖺𝗇𝖽 𝗌𝗍𝖺𝗋𝖾 
𝖨𝖽 𝗉𝗎𝖻𝗀: 5594734343
👻",0,False,https://www.tiktok.com/@sonasadat/video/7100611367501171969?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100611367501171969&source=h5_m,157549,281,493,58,14047,7098253485480741638,7098253485480741638,72,7098253485480741638,original sound - ro_masouda_official (Contains music from: Medley - Tuti Music),"Contains music from: ""Medley""",6.764642356447151e+18,ملکه مزار جان🦋💫,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098253478174247686.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/afae8f23254f47a576654c1ef35f9a50.json,False,False,Tuti Music,Medley,original sound - ro_masouda_official (Contains music from: Medley - Tuti Music),"Contains music from: ""Medley""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
1,AF,7075911049177763073,1647488926,ټک خو یی ونکو# fannymontage #fanny #fanny😂commady,7068474767272444929,ᎿᎥᏁᎽ  ᏢᏫᏞᎥᎿᎥᏨᎥᎯᏁ 🖕,"رهـــــبر اوسه یـا بیخی مه اوسه 
تـــــــــــــاریخ عــــسکر نه یـــادوی
ᎫᏌᏁᎥᏫᎡ",0,False,https://www.tiktok.com/@.junior.official/video/7075911049177763073?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075911049177763073&source=h5_m,1043138,47,3906,46099,28944,7075911021658999553,7075911021658999553,24,7075911021658999553,original sound - .junior.official (Contains music from: Tall Garzi Pa Sang Ke Da - Jani Khan),"Contains music from: ""Tall Garzi Pa Sang Ke Da""",7.068474767272445e+18,ᎿᎥᏁᎽ  ᏢᏫᏞᎥᎿᎥᏨᎥᎯᏁ 🖕,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075910999383067394.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b6b5231c4e8595eab50c97bacb859c12.json,False,False,Jani Khan,Tall Garzi Pa Sang Ke Da,original sound - .junior.official (Contains music from: Tall Garzi Pa Sang Ke Da - Jani Khan),"Contains music from: ""Tall Garzi Pa Sang Ke Da""",[],0,0,Afghanistan,# #fanny #fanny😂commady,0,0,0,0,0,0,0,0,0,0
2,US,7101395010851015979,1653422372,#reptileworldserpentarium #fyp #countryboyshit,6715552747154834437,Big Lou,Just good ole southern fun. Stay tuned for more adventures from us.,0,False,https://www.tiktok.com/@southern_bow_freaks/video/7101395010851015979?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101395010851015979&source=h5_m,10325369,326,878,3028,141232,6745373264563929090,6745373264563929090,10009,6745373264563929090,Turn Down for What,DJ Snake & Lil Jon,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7e3e1b64ce974881a115444d2c3542ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64cb34989f664fd0876c60af013e8d0e,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '786489670', 'external_song_key': 'apple_song_id'}]",0,0,Afghanistan,#reptileworldserpentarium #fyp #countryboyshit,0,0,0,0,0,1,0,0,0,0
3,IT,7097127415679421702,1652428749,latina Hollywood army beautiful model dancer belly dancer party dance funny dance party dance viral video #fypシ,6936082852598154246,Loveu all,Love u all - ❤ 🇵🇰 ❤ 🇮🇹 ❤,0,False,https://www.tiktok.com/@foroyou3/video/7097127415679421702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097127415679421702&source=h5_m,12197206,550,389,1228,232138,6931338036726729474,6931338036726729474,72,6931338036726729474,original sound - pukhtoon.gigyani (Contains music from: Gun Double - Armağan Oruç),"Contains music from: ""Gun Double""",6.908257687504438e+18,Gigyani,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6931338003893799681.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2d8404d059872f207cfec1e554b3755a.json,False,False,Armağan Oruç,Gun Double,original sound - pukhtoon.gigyani (Contains music from: Gun Double - Armağan Oruç),"Contains music from: ""Gun Double""",[],0,0,Afghanistan,#fypシ,0,0,0,0,0,0,1,0,0,0
4,TH,7096699449510055195,1652329101,#kimheeae #kdram #aworldofmarriedcouple #hansoohee,6940201730206614530,Korea,,0,False,https://www.tiktok.com/@korea_thai1/video/7096699449510055195?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096699449510055195&source=h5_m,20389741,4057,3815,14681,1430540,7054337172945767214,7054337172945767214,72,7054337172945767214,mount everest sped up (Contains music from: Mount Everest - Labrinth),"Contains music from: ""Mount Everest""",6.733368876640683e+18,xxtristanxo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7054337204486949679.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/82daea190b041af000eaa3ebf3ba3d0d.json,False,False,Labrinth,Mount Everest,mount everest sped up (Contains music from: Mount Everest - Labrinth),"Contains music from: ""Mount Everest""",[],0,0,Afghanistan,#kimheeae #kdram #aworldofmarriedcouple #hansoohee,0,0,0,0,0,0,0,0,0,0
5,AZ,7089849931829120257,1650734324,racon 👑👑 bitmişdir #kvp_vadisi1 #kurtlarvadisikaos #kurtlarvadisikaos #necatisasmaz #kurtlarvadisi #polatalemdar #memati #cakir,6750294879991284741,POLAT ALEMDAR,,0,False,https://www.tiktok.com/@kvp_vadisi1/video/7089849931829120257?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089849931829120257&source=h5_m,2383248,306,667,7910,112363,7089849917941893889,7089849917941893889,72,7089849917941893889,original sound - kvp_vadisi1 (Contains music from: Do You Hear Me - Ilkan Gunuc & Osman Altun),"Contains music from: ""Do You Hear Me""",6.750294879991285e+18,POLAT ALEMDAR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089849906525260546.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/44f55b750773ffa575c0b41604e851e7.json,False,False,Ilkan Gunuc & Osman Altun,Do You Hear Me,original sound - kvp_vadisi1 (Contains music from: Do You Hear Me - Ilkan Gunuc & Osman Altun),"Contains music from: ""Do You Hear Me""",[],0,0,Afghanistan,#kvp_vadisi1 #kurtlarvadisikaos #kurtlarvadisikaos #necatisasmaz #kurtlarvadisi #polatalemdar #memati #cakir,0,0,0,0,0,0,0,0,0,0
6,AE,7099411430688050434,1652965201,The most luxurious off-roader EVER! 🤤#supercarblondie  #maybach #VirgilAbloh #mercedes #offroad #fyp #carsoftiktok #foryou #supercar,6790002010382812165,supercarblondie,How cool is that!,0,False,https://www.tiktok.com/@supercarblondie/video/7099411430688050434?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099411430688050434&source=h5_m,34564978,9841,46456,41876,1797056,7099431498524199681,7099431498524199681,24,7099431498524199681,original sound - supercarblondie,supercarblondie,6.790002010382812e+18,supercarblondie,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099431468149050114.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/096ae68c7dc0f41c5aeffd96b826c0ca.json,False,False,,,,,[],0,0,Afghanistan,#supercarblondie #maybach #VirgilAbloh #mercedes #offroad #fyp #carsoftiktok #foryou #supercar,0,0,1,0,0,1,0,0,0,0
7,DE,7089762913430342913,1650714067,بسیار یک لحظه وحشتناک ترسناک بود😖💔 #foryourpage #شوی_هتلر #afghanistan🇦🇫,7048432004061725698,Ninja fun page,,0,False,https://www.tiktok.com/@ninja_fun_page/video/7089762913430342913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089762913430342913&source=h5_m,1095373,1750,2649,398,42181,7089762918480284417,7089762918480284417,72,7089762918480284417,original sound - ninja_fun_page,Ninja fun page,7.048432004061726e+18,Ninja fun page,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089762926382353154.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fbc734c76b43be2372353f2131239e9d.json,False,False,,,,,[],0,0,Afghanistan,#foryourpage #شوی_هتلر #afghanistan🇦🇫,0,1,0,0,0,0,0,0,0,0
